year,t,gdp_nom_bn,gdp_real_idx,human_nom_bn,human_pct_gdp,total_displaced_m,human_workers_m,net_without_income_m,know_auto_pct,phys_auto_pct,labor_income_bn,capital_income_bn,yeomen_income_bn,dao_income_bn,govt_dao_income_bn,govt_dao_cost_bn,compute_pool_bn,compute_dividend_k,yeomen_effective,levy_multiplier,labor_share_pct,gini_proxy,mpc_aggregate,tax_total_bn,tax_k_effective,tax_lost_leakage_bn,redistributable_bn,ubi_per_person_k,existing_spending_bn,interest_burden_bn,debt_gdp_ratio,interest_pct_revenue,fiscal_space_bn,effective_welfare_k,home_prod_avg_k,human_wage_k,r_ai_pct,r_yeomen_pct,r_land_pct,r_energy_pct,r_blended_pct,implied_pe,land_price_idx,energy_price_idx,nom_gdp_bn,nom_know_bn,nom_ai_svc_bn,nom_phys_bn,nom_energy_bn,energy_phase,nom_scarcity_bn,yeomen_friction_cost_bn,ai_svc_auto_pct
2025.0,0.0,29823.06822208,95.09906958571428,1823.0682220800004,6.11294655702213,0.0,0.1,0.0,0.0,0.0,13694.2919421056,8884.624000000002,772.576,0.0,0.0,0.0,0.0,0.0,0.08,1.15,60.65079464939331,0.5522549155021184,59.21838845002182,8011.68001732224,0.21,0.0,69.72034957504002,0.0,7941.9596677472,1530.0,1.1400570775218741,19.097118166126847,69.72034957504002,2.4000000000000004,2.4000000000000004,14949.159421056002,28.000000000000004,8.0,7.000000000000001,7.000000000000001,16.352000000000004,6.11545988258317,100.0,100.0,29823.06822208,9240.0,4200.0,6160.0,1120.0,1,1400.0,139.06368,0.0
2026.0,1.0,30427.270494083452,102.36324716762921,1913.7176928324127,6.28948197375947,5.237712689340093,2.6188563446700464,2.6188563446700464,4.361950643218316,3.535248313226589,13772.82547934608,8630.785013155815,963.0234002746447,50.60411200553186,34.21461300264705,5.132191950397057,728.4988168717255,1.9613429685007993,0.0995,1.15,60.107751397515386,0.5295200161843282,58.0327037012459,8049.30387983137,0.214,0.0,0.0,0.0,8149.845229865512,1530.0,1.1174186658185874,19.007854875918202,-100.54135003414194,4.3613429685008,2.4000000000000004,599.2113738183261,26.717549123895836,8.0,7.000000000000001,8.200000000000001,15.05242772356058,6.643446614493723,103.49999999999999,117.14285714285712,30427.270494083452,9391.911590062236,4266.465211188805,6326.936000000001,1193.64,1,1484.0,173.34421204943604,5.116359947244006
2027.0,2.0,30997.685906161012,109.78514331133671,1976.7130124399878,6.376969617745246,12.466157794863307,6.233078897431653,6.233078897431653,10.724287936935168,7.769631373025362,13621.068228540507,8438.751135449013,1164.157449831504,101.16603566191492,78.76109192735034,11.81416378910255,1592.5546509322899,4.287647137125395,0.11900000000000001,1.15,58.77583108244598,0.5075835268201504,56.464179872970085,8043.749026940718,0.218,0.0,0.0,0.0,8365.572098706949,1530.0,1.0968560718670375,19.02098132196332,-321.8230717662309,6.687647137125396,2.4000000000000004,260.04879721138866,25.51341635491645,8.0,7.000000000000001,9.4,13.9627254686631,7.161925529828151,107.12249999999999,134.28571428571428,30997.685906161012,9530.990142218585,4325.077955902436,6498.395965600002,1272.12183,1,1573.0400000000002,209.5483409696707,12.790366444886688
2028.0,3.0,31594.296374200043,117.53603994610535,2076.2907166217847,6.571726402862028,21.9515296060849,10.97576480304245,10.97576480304245,19.43072054227204,12.716685369472353,13258.53532805658,8284.100410087758,1378.2370285606812,153.5009959325273,135.33144672359316,20.299717008538973,2645.247689967034,7.121820703757399,0.1385,1.15,56.67419054528213,0.4846197609448983,54.29441083262466,7985.630685308788,0.222,0.0,0.0,0.0,8607.598206458251,1530.0,1.0761436050769106,19.15941345515452,-621.9675211494632,9.521820703757399,2.4000000000000004,155.11979512880225,24.382818877581027,8.0,7.000000000000001,10.600000000000001,13.053799316759173,7.660604975872012,110.87178749999997,151.42857142857142,31594.296374200043,9653.897511621306,4374.17914436669,6674.502496267763,1355.7638403224998,1,1667.4224000000004,248.08266514092261,23.387582965198536
2029.0,4.0,32198.34691154916,125.51541510226076,2191.447113330335,6.806085788659819,33.488609798572064,16.744304899286032,16.744304899286032,30.359486877129765,18.330985387078893,12674.630249312066,8112.567829486132,1599.2233817324,207.44516156233644,202.43060020900484,30.364590031350723,3936.2038228293945,10.597471830694523,0.158,1.15,53.83713840121233,0.45885571471766423,51.53599221441855,7861.961386427326,0.226,0.0,0.0,0.0,8876.62955829736,1530.0,1.0559548318862484,19.460792603755976,-1014.6681718700338,12.997471830694524,2.4000000000000004,107.31927325376743,23.321265958594655,8.0,7.000000000000001,11.8,12.300578629279487,8.129698855138942,114.75230006249997,168.57142857142858,32198.34691154916,9760.883226711592,4414.982937091912,6855.38151391662,1444.905312823704,1,1767.4677440000005,287.860208711832,36.465608192477546
2030.0,5.0,32816.1315766479,133.70375193031109,2316.555949226003,7.0591987474674625,46.219381727815744,23.109690863907872,23.109690863907872,42.6830475639887,24.496427718793655,11926.150288985262,7851.288543028171,1809.2513318600377,259.53638307542286,272.88899195207046,40.93334879281057,5488.519749954609,14.776783942185485,0.17750000000000002,1.15,50.493022462022395,0.42861934288287956,48.24788046606677,7670.905359452454,0.22999999999999998,0.0,0.0,0.0,9175.25361276757,1530.0,1.0360758068204037,19.945494414354382,-1504.3482533151164,17.176783942185487,2.4000000000000004,82.1982383733238,22.324541109655186,8.0,7.000000000000001,13.0,11.681460549619791,8.560573361115773,118.76863056468746,185.7142857142857,32816.1315766479,9857.945200415617,4452.581759924038,7041.162352943761,1539.9078371418623,1,1873.5158086400006,325.6652397348068,50.53890773307798
2031.0,6.0,33456.47685719166,142.08899154192824,2441.5358407359,7.297647780301404,58.85064901132468,29.42532450566234,29.42532450566234,55.006608250847655,31.027366840551007,11101.845513276032,7439.687871364185,1981.6944957789158,303.56191248034014,334.41864311216943,50.16279646682541,7284.366254394753,19.611755300293567,0.197,1.15,46.96094989467944,0.3933776828158125,44.56212375684131,7422.973390298197,0.23399999999999999,0.0,0.0,0.0,9501.741946202508,1530.0,1.0162456777839568,20.611686443598266,-2078.768555904311,22.011755300293565,2.4000000000000004,68.03865116315642,21.388685339561302,8.0,7.000000000000001,14.200000000000001,11.177830997555363,8.946279472454934,122.9255326344515,202.85714285714283,33456.47685719166,9955.972355909089,4494.116918230947,7231.977852708538,1641.1567774339396,1,1985.9267571584007,356.70500924020484,63.61693296035698
2032.0,7.0,34127.57370385837,150.65473145802144,2556.759796801024,7.491771372284704,70.20822191525846,34.94238388961399,35.26583802564447,65.93537458570538,37.68652158287077,10281.050546774048,6856.251426620061,2090.1184386086848,333.11756773298816,374.6393042608297,56.19589563912445,9275.533531841285,24.97259027803423,0.2165,1.15,43.50814309612878,0.35403426297029,40.62755505846934,7135.78038847652,0.238,0.0,0.0,0.0,9851.177595152802,1530.0,0.9962618583739533,21.44124281726463,-2715.3972066762817,27.37259027803423,2.4000000000000004,60.0,20.509981429099035,8.0,7.000000000000001,15.400000000000002,10.773651658728605,9.281903960481396,127.22792627665729,220.00000000000003,34127.57370385837,10066.30570268782,4545.137150474693,7427.964452516939,1749.062835550221,1,2105.0823625879048,376.2213189495632,74.21414948066882
2033.0,8.0,34834.937106478275,159.770613976491,2657.6541452738134,7.6292778630553855,79.66265842411025,36.321273318742115,43.34138510536813,74.64180719104225,44.21746070462812,9504.322823937639,6118.550468063721,2115.721124268195,344.04979610023526,386.59862965342006,57.98979444801301,11409.898204836178,30.71895670532817,0.23600000000000002,1.15,40.25583446101087,0.31233384529436276,36.55488483956361,6825.128473055946,0.242,0.0,0.0,0.0,10218.491092824459,1530.0,0.9760316172259429,22.4171604393982,-3393.3626197685126,33.11895670532817,2.4000000000000004,60.0,19.6849391662467,8.0,7.000000000000001,16.6,10.455103907069125,9.56470647148575,131.6809036963403,237.14285714285714,34834.937106478275,10196.116261198478,4607.578293271444,7629.262289180148,1864.063716987648,2,2231.387304343179,380.8298023682751,81.88815597831152
2034.0,9.0,35520.44385094315,169.1915181530197,2740.692116254873,7.7158160741341675,87.14320367033962,37.45612558881659,49.687078081523026,81.0041444847591,50.38290303634289,8765.330112999205,5253.483620446258,2044.6522208573904,335.0307548272425,369.3861273813996,55.40791910720994,13625.968150845252,36.68529886766029,0.2555,1.15,37.209038920283604,0.2700511321778959,32.41206709582043,6491.372037256542,0.246,0.0,0.0,0.0,10584.900162144513,1530.0,0.9571952462834222,23.56974752361638,-4093.528124887971,39.08529886766029,2.4000000000000004,60.0,18.91028148305236,8.0,7.000000000000001,17.8,10.210281837746072,9.79404893901294,136.2897353257122,254.28571428571428,35520.44385094315,10347.103743738857,4680.49345144555,7836.015297216932,1930.2379789407096,2,2365.27054260377,368.03739975433024,87.00451592555551
2035.0,10.0,36239.55763211864,178.7251242695859,2813.710829217886,7.764197504232588,92.90092418890796,38.45404799931111,54.44687618959686,85.36609512797742,55.99720305394943,8051.917320067881,4312.725983871665,1876.6035745336635,306.66819698529895,328.01524291360346,49.20228643704052,15922.696996043202,42.8687996047317,0.275,1.15,34.24813013015738,0.2284496378685527,28.18052843281843,6146.078714577249,0.25,0.0,0.0,0.0,10962.976876946868,1530.0,0.9382012977406283,24.893921328588764,-4816.898162369619,45.2687996047317,2.4000000000000004,60.0,18.18293143911961,8.0,7.000000000000001,18.0,9.878927659041532,10.12255615704166,141.0598760621121,257.1428571428571,36239.55763211864,10517.216837055988,4761.782884581411,8048.3713117715115,1998.7614271931047,2,2507.1867751599966,337.7886434160594,90.23036669427772
2036.0,11.0,37012.584618200635,188.40005587203567,2901.804487317444,7.840048235622285,97.2809456228751,39.657994660005066,57.62295096287003,88.22734919017616,60.94425705039641,7855.5102089292795,4488.668651727684,1960.1754612390287,317.29248155781636,361.7741736173931,54.26612604260897,16631.791792331147,44.777900979353085,0.275,1.15,32.74980557205998,0.22442135179130954,26.951307241022242,6210.370414113642,0.25,0.0,0.0,0.0,11205.15099818886,1530.0,0.9186064780593782,24.636211658533817,-4994.780584075217,47.17790097935308,2.4000000000000004,59.99999999999999,17.5,8.0,7.000000000000001,18.0,9.598895398145352,10.417865374313953,145.99697172428603,257.1428571428571,37012.584618200635,10703.005751408298,4849.39183632327,8266.482174320521,2069.71745785846,2,2657.6179816695967,352.83158302302513,92.19317213844866
2037.0,12.0,37819.02428444597,198.03626120915234,2988.609459055256,7.902397049107365,100.60212492034353,40.844329273755164,59.75779564658836,90.05019575898123,65.17864011019519,7752.145118271696,4653.358848878742,2037.435704634053,326.50424553255374,391.55830871484335,58.7337463072265,17287.333251440446,46.54282029233966,0.275,1.15,31.63283906051116,0.22138866212691713,26.0321706112003,6299.712113620473,0.25,0.0,0.0,0.0,11448.557292607156,1530.0,0.8990184343275973,24.28682410251763,-5148.845178986683,48.94282029233966,2.4000000000000004,60.0,16.85877456194792,8.0,7.000000000000001,18.0,9.351832171559419,10.693091809765122,151.10686573463602,257.1428571428571,37819.02428444597,10901.145757591621,4941.755633715752,8490.503841244608,2143.1924276124355,2,2817.0750605697726,366.73842683412954,93.36171348576391
2038.0,13.0,38656.65085623687,207.53403638600747,3074.768957985749,7.954049018423087,103.12055631974955,42.021842425805225,61.09871389394433,91.18997745766664,68.71388842342178,7719.058871592141,4810.645763665109,2110.3024923360085,334.83514824935037,418.0438406077438,62.706576091161566,17905.596904669157,48.20737628180157,0.275,1.15,30.79785805617509,0.21910875655530015,25.34247018425243,6409.091563781305,0.25,0.0,0.0,0.0,11694.446200649005,1530.0,0.8795381712307453,23.872337986966034,-5285.3546368677,50.60737628180157,2.4000000000000004,60.00000000000001,16.256708177458222,8.0,7.000000000000001,18.0,9.13376810465039,10.948383936864541,156.39560603534827,257.1428571428571,38656.65085623687,11109.029932777223,5037.821753001679,8720.596495342339,2219.2757587926767,2,2986.0995642039593,379.85444862048155,94.04838731223244
2039.0,14.0,39524.37776724119,216.79559617338055,3160.856826921741,7.997233620061034,105.03147200241983,43.198376634597125,61.83309536782271,91.89434106047852,71.60458812290483,7739.432543041794,4963.386167454721,2180.2441110496134,342.6527224631095,441.8774028493321,66.28161042739981,18499.04094223914,49.80511022910537,0.275,1.15,30.170700454004574,0.21739291584980808,24.82196428423293,6534.809583842578,0.25,0.0,0.0,0.0,11943.92692460817,1530.0,0.8602285961394708,23.413077005073717,-5409.1173407655915,52.205110229105365,2.4000000000000004,60.0,15.691409438790515,8.0,7.000000000000001,18.0,8.941217571707337,11.18415911457402,161.86945224658544,257.1428571428571,39524.37776724119,11324.825497613456,5136.9320938912815,8956.924660366116,2298.0600482298164,2,3165.265538056197,392.44393998893037,94.4488128069382
2040.0,15.0,40421.97362942865,225.72679842731952,3247.3631337141464,8.03365803828527,106.48173455045898,44.380629494093334,62.10110505636565,92.3264722767629,73.92825958206605,7801.07322781333,5113.69655565469,2248.371304467507,350.19946611114307,463.62832637577486,69.54424895636623,19077.089856087932,51.36139576639059,0.275,1.15,29.697181520074473,0.21609932115171504,24.42654397668997,6674.215803492536,0.25,0.0,0.0,0.0,12197.977564892319,1530.0,0.8411266681755187,22.924041491127237,-5523.761761399783,53.761395766390585,2.4000000000000004,60.0,15.16063297929733,8.0,7.000000000000001,18.0,8.771119697539495,11.401052938321245,167.53488307521593,257.1428571428571,40421.97362942865,11547.328658102668,5238.696332016482,9199.657318662037,2379.6411799419748,2,3355.181470339569,404.70683480415124,94.68127105712288
2041.0,16.0,41349.80039015725,234.2387845072786,3334.7033807572075,8.064617844082719,107.58203904232158,45.574279537015165,62.00775950530642,92.59040614828248,75.77063868485487,7895.130831950757,5263.170753609901,2315.531681013121,357.6313312873382,483.7814377737172,72.56721566605758,19646.935475262842,52.895595510323034,0.275,1.15,29.33776129589952,0.21512231905159426,24.123941794872824,6825.429987990469,0.25,0.0,0.0,0.0,12457.467847076154,1530.0,0.8222530623894675,22.416170156196415,-5632.037859085684,55.29559551032303,2.4000000000000004,60.0,14.662270554827595,8.0,7.000000000000001,18.0,8.62078619869817,11.599870092486583,173.39860398284847,257.1428571428571,41349.80039015725,11775.788282639433,5342.894885404467,9448.968031997778,2464.1184418299154,2,3556.492358559943,416.7957025823618,94.81586833765742
2042.0,17.0,42308.61687144603,242.24970831857487,3423.2316479910514,8.091097986947858,108.41627379133025,46.7841658558777,61.63210793545255,92.75117027647086,77.2155630203902,8015.125795692704,5413.036001297448,2382.382341417091,365.04737275161926,502.742798777808,75.4114198166712,20214.153199902583,54.422720153583874,0.275,1.15,29.06340463852609,0.2143831049391841,23.890411210559773,6987.124470558943,0.25,0.0,0.0,0.0,12723.179367167828,1530.0,0.803618801893439,21.897420125358178,-5736.0548966088845,56.82272015358387,2.4000000000000004,59.99999999999999,14.194342669780651,8.0,7.000000000000001,18.0,8.487855656945687,11.781538711508263,179.46755512224814,257.1428571428571,42308.61687144603,12009.759258833239,5449.413518444729,9705.035065664919,2551.5946465148777,2,3769.88190007354,428.82882145507637,94.89368486469277
2043.0,18.0,43299.445482690004,249.68648713005348,3513.252256414377,8.113850459860702,109.04827130532234,48.014447504329816,61.03382380099253,92.84893016757997,78.33910897472732,8156.270928105102,5564.258697346412,2449.441245116371,372.5103195105178,520.8488111771388,78.12732167657082,20783.137837351023,55.95460186979121,0.275,1.15,28.85262992009745,0.21382268085678827,23.708356430902157,7158.370032339439,0.25,0.0,0.0,0.0,12995.821884190023,1530.0,0.7852294555040508,21.373580760534924,-5837.451851850585,58.35460186979121,2.4000000000000004,60.0,13.75499071454952,8.0,7.000000000000001,18.0,8.37025342990342,11.947069564553656,185.74891955152682,257.1428571428571,43299.445482690004,12248.996400639873,5558.20190939315,9968.04151594444,2642.1762564661562,2,3996.0748140779524,440.8994241209468,94.9386347055074
2044.0,19.0,44323.48738342735,256.4864245003492,3605.029320943426,8.13345143570845,109.52668622786601,49.268734052893485,60.25795217497252,92.90831736076916,79.20695151006784,8315.00704015747,5717.61598190593,2517.1231517091396,380.06010464514065,538.3758588639339,80.75637882959008,21357.40855995633,57.50071535372857,0.275,1.15,28.689444960740452,0.21339673049299146,23.564667967059513,7338.529491472171,0.25,0.0,0.0,0.0,13276.047022262104,1530.0,0.7670876550366539,20.84886354654506,-5937.5175307899335,59.90071535372857,2.4000000000000004,60.0,13.34246958312335,8.0,7.000000000000001,18.0,8.266156502210446,12.097520773198411,192.25013173583025,257.1428571428571,44323.48738342735,12493.382742903925,5669.248243954857,10238.175441026533,2735.973513570705,2,4235.83930292263,453.08216730764514,94.96458637877325
2045.0,20.0,45382.07122337566,262.5985512262528,3698.7946161130844,8.150343332518258,109.88859896122247,50.55019308687882,59.33840587434365,92.94437172723656,79.87383919046685,8488.681413641458,5873.745443112159,2585.765290723278,387.7225049559512,555.5496365659852,83.33244548489778,21939.826709167202,59.06876421698862,0.275,1.15,28.561891459880563,0.21307189258091402,23.44954248487276,7527.183758370109,0.25,0.0,0.0,0.0,13564.460429427385,1530.0,0.7491945405631263,20.32632720436331,-6037.276671057276,61.46876421698862,2.4000000000000004,60.0,12.955140741526181,8.0,7.000000000000001,18.0,8.173962666737356,12.233968281618672,198.9788863465843,257.1428571428571,45382.07122337566,12742.882837906142,5782.563915462873,10515.629995478354,2833.1005733024654,2,4489.989661097988,465.43775233019005,94.97956514549121
