year,t,gdp_nom_bn,gdp_real_idx,know_nom_bn,phys_nom_bn,human_nom_bn,total_displaced_m,human_workers_m,net_without_income_m,know_auto_pct,phys_auto_pct,labor_income_bn,capital_income_bn,labor_share_pct,gini_proxy,tax_total_bn,tax_corp_bn,tax_labor_bn,tax_vat_bn,tax_wealth_bn,existing_spending_bn,redistributable_bn,ubi_per_person_k,human_wage_k,r_ai_pct,r_land_pct,r_energy_pct,r_blended_pct,implied_pe,land_price_idx,energy_price_idx
2025.0,0.0,28000.0,100.0,11200.0,8400.0,1960.0000000000002,0.17901427912994486,8.0,0.17901427912994486,0.0801725051072568,0.18951574289487494,13184.579200662954,8375.420799337046,61.152964752611105,0.48674156407080893,10647.855199834261,4187.710399668523,3296.1448001657386,2184.0,980.0,7560.000000000001,3087.85519983426,0.0,200.9,28.000000000000004,7.000000000000001,7.000000000000001,17.200000000000003,5.813953488372092,100.0,100.0
2026.0,1.0,26546.930599279232,102.13214766090918,10080.0,7896.0,2002.1305992792336,0.2554530282103099,8.102181211284124,0.15327181692618563,0.13210403859285527,0.25052831316164703,12249.964044102675,7728.166555176559,61.316868378789295,0.48616462330666166,10016.434875357729,3864.0832775882795,3062.4910110256687,2070.66058674378,1019.2,7167.671261805393,2848.7636135523353,0.0,202.63026074046167,26.717549123895836,7.000000000000001,8.200000000000001,15.978111409726456,6.258561943630357,103.49999999999999,117.14285714285712
2027.0,2.0,25245.282176308174,104.43044739534693,9072.0,7422.24,2050.8661763081745,0.36856129093275536,8.147424516373102,0.22113677455965375,0.21759083778386012,0.33108732457558765,11403.712584503495,7141.393591804679,61.49176217212504,0.4855489971541198,9450.724951780252,3570.6967959023395,2850.928146125874,1969.1320097520374,1059.9680000000003,6816.226187603207,2634.498764177045,0.0,206.41004543130535,25.51341635491645,7.000000000000001,9.4,14.924258363098284,6.700500458184238,107.12249999999999,134.28571428571428
2028.0,3.0,24082.18728087244,106.89965913760118,8164.800000000001,6976.905599999999,2106.302160872439,0.5378092861594774,8.215123714463791,0.322685571695686,0.3581721189988592,0.4373833757504668,10637.40741897519,6610.600341897248,61.67325273998559,0.4849101503552507,8945.429353600472,3305.300170948624,2659.3518547437975,1878.4106079080502,1102.36672,6502.190565835559,2443.2387877649126,0.0,210.24245427667714,24.382818877581027,7.000000000000001,10.600000000000001,14.017996738905156,7.133686921360368,110.87178749999997,151.42857142857142
2029.0,4.0,23046.030995311346,109.54292772137693,7348.320000000001,6558.291263999999,2168.5566209113485,0.7936684258662504,8.3174673703465,0.47620105551974967,0.5889708813370673,0.5775146739118155,9943.082128470487,6132.085756440861,61.85367518185221,0.48427506335988024,8495.865216772338,3066.0428782204303,2485.7705321176218,1797.590417634285,1146.4613888000003,6222.428368734064,2273.4368480382736,0.0,213.7930153458752,23.321265958594655,7.000000000000001,11.8,13.24139072484883,7.552076823194993,114.75230006249997,168.57142857142858
2030.0,5.0,22126.33257674489,112.36143450382903,6613.488000000001,6164.793788159998,2237.7704159768946,1.1838354882009856,8.473534195280394,0.7103012929205921,0.9668509514921999,0.7620356298853149,9313.032198639612,5703.020005497281,62.020510264834385,0.483687803867783,8097.9418377466445,2851.5100027486405,2328.258049659903,1725.8539409861016,1192.319844352,5974.109795721121,2123.832042025523,2990.043891505286,216.5532939163802,22.324541109655186,7.000000000000001,13.0,12.578703640384422,7.949944832068868,118.76863056468746,185.7142857142857
2031.0,6.0,21313.638770632064,115.3540477304183,5952.1392000000005,5794.906160870398,2314.1074297015057,1.7825721224893645,8.713028848995746,1.0695432734936183,1.5827864766640571,1.0046341551425677,8739.605181262847,5321.547609309058,62.1542579860366,0.4832170118891511,7748.151562205622,2660.773804654529,2184.9012953157116,1662.4638241093012,1240.0126381260804,5754.682468070658,1993.4690941349645,1863.850807666137,217.78512676151027,21.388685339561302,7.000000000000001,14.200000000000001,12.016126965872948,8.322149082146886,122.9255326344515,202.85714285714283
2032.0,7.0,20599.427652052975,118.51698909439415,5356.925280000001,5447.211791218174,2397.7548811734364,2.703908220813697,9.081563288325478,1.6223449324882186,2.579476306119356,1.3229457506371258,8214.991717454615,4986.900234936997,62.22586692179687,0.48296494843527504,7443.566547343408,2493.4501174684983,2053.747929363654,1606.7553568601322,1289.6131436511234,5561.845466054304,1881.7210812891044,1159.8773131451621,216.5000606327054,20.509981429099035,7.000000000000001,15.400000000000002,11.541542850215897,8.664352877061786,127.22792627665729,220.00000000000003
2033.0,8.0,19976.02196479925,121.84353747768373,4821.232752000001,5120.379083745083,2488.9237153995728,4.118179231869205,9.647271692747683,2.470907539121522,4.173476839625876,1.739493605216522,7731.089320326029,4699.446230818628,62.19433819658814,0.4830759295480097,7181.822828142331,2349.723115409314,1932.7723300815073,1558.1297132543414,1341.1976693971685,5393.525930495797,1788.2968976465336,723.7409208287592,211.55384772276136,19.6849391662467,7.000000000000001,16.6,11.144315954624037,8.973184214012495,131.6809036963403,237.14285714285714
2034.0,9.0,19436.511030761765,125.32379352862762,4339.109476800001,4813.156338720378,2587.849073313705,6.267306883356111,10.506922753342444,3.7603841300136676,6.675519841869433,2.282707183140811,7279.612980226259,4460.501908607824,62.00631807402356,0.48373776037943705,6961.04763593295,2230.250954303912,1819.9032450565649,1516.0478603994177,1394.8455761730552,5247.857978305677,1713.189657627273,455.58900324926276,201.96553167217104,18.91028148305236,7.000000000000001,17.8,10.815111003120451,9.246322110900877,136.2897353257122,254.28571428571428
