month,year,know_auto_pct,phys_auto_pct,unemployment_rate,total_pop_m,employed_m,unemployed_m,total_income_bn,total_consumption_bn,total_human_svc_bn,total_auto_goods_bn,total_wealth_bn,total_debt_bn,aggregate_mpc,human_svc_share,gini,enterprise_revenue_bn,yeomen_share,platform_share,yeomen_alive_pct,firms_alive,firms_dead,mpc_transitional,mpc_knowledge_high_exposure,mpc_creative_craft,mpc_physical_high_exposure,mpc_knowledge_low_exposure,mpc_small_business_owner,mpc_non_labour,mpc_skilled_physical,mpc_care_low_exposure
50,2030.1666666666667,42.370935309292754,6.687036026503722,0.232829853398488,117.05200000000039,89.79880000000048,27.253199999999907,5.57207384297767,4.945788308358229,0.7821971155664527,4.163591192791769,31.927802651947836,1.6799680556384204,0.8876027934538715,0.15815418428737918,0.4281223185716977,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.896526137095591,0.831703206809864,0.8526606730627956,0.8612440103489277,0.8206328082620423,0.8076232125919863,0.9825906058953383,0.8167225021489621,0.8542058791953664
51,2030.25,43.360125198037515,6.872625436486174,0.2337005775211001,117.05200000000039,89.69688000000049,27.3551199999999,5.567344337843165,4.937622449960671,0.778817461990634,4.158804987970026,31.945762646036005,1.6538492233580562,0.8868900772668115,0.15773127044106774,0.42863522537322807,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.8966639866409497,0.8313557188011259,0.853001454526744,0.859945737450368,0.817089328272577,0.8078258630346996,0.9819408250202435,0.8170968029232387,0.8545346618566836
52,2030.3333333333333,44.34674613269968,7.061436149693179,0.23420701910261943,117.05200000000039,89.63760000000049,27.4143999999999,5.564011963953221,4.934100791368643,0.7763158722379485,4.157784919130688,31.964426092316593,1.6282877722367513,0.8867883144994125,0.15733684921799307,0.4293480624087861,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.896800290280043,0.830717532167051,0.8482748226474762,0.8593497190030058,0.8174180468268906,0.8080480003806143,0.981782812579705,0.8174846228862093,0.854570798438071
53,2030.4166666666667,45.32995561081511,7.253500025153345,0.23572634384717742,117.05200000000039,89.45976000000049,27.592239999999904,5.554390938123064,4.925610838981616,0.7733538188738908,4.152257020107731,31.9837652292266,1.6033687515255175,0.8867958510399836,0.15700668285718325,0.4299137032308026,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.897096904218828,0.8306263799405419,0.846835553381503,0.8576551541949958,0.8181516440545559,0.8084689712097989,0.9816946704457438,0.8177505706949283,0.8548654002222069
54,2030.5,46.30892284158785,7.448848227593349,0.2360106619280303,117.05200000000039,89.4264800000005,27.625519999999895,5.552826377648156,4.92262753074663,0.770908648321257,4.1517188824253655,32.00355849658861,1.5786613222804444,0.8865084546064197,0.15660511454628193,0.4304757663182832,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.897230523451965,0.8308343229592597,0.8463242105801924,0.8569097044935534,0.8168778458927254,0.8086100860455817,0.9812533901320111,0.8181474130313335,0.8547187469774624
55,2030.5833333333333,47.28283151293045,7.647511178069768,0.23747667703242833,117.05200000000039,89.2548800000005,27.797119999999893,5.545646512210968,4.914185595817693,0.7674731213013394,4.146712474516355,32.02391747621049,1.554291175087197,0.8861339403795643,0.15617503782407227,0.43043915189839865,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.8974959317513798,0.830741741179512,0.8466532697271656,0.8565342694882537,0.8172127684398046,0.8087903011761494,0.9800867082627975,0.8177692950122684,0.8544152255209008
56,2030.6666666666667,48.25088245420956,7.849518503562444,0.23887161261661302,117.05200000000039,89.09160000000051,27.96039999999988,5.539045147407648,4.9073233877974864,0.7647483967608811,4.142574991036614,32.04504557383276,1.5305468320315145,0.8859511445026195,0.15583819046091374,0.4309552049196219,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.8976223275929057,0.8310165376491108,0.8469847938188929,0.8539067335946217,0.8178019848397217,0.8077006485064847,0.9800145061211899,0.8175024596552077,0.8546225200358362
57,2030.75,49.212296176721175,8.054898985570475,0.242212350066635,117.05200000000039,88.70056000000054,28.351439999999855,5.525817936622261,4.895550831327958,0.7615475246295629,4.134003306698392,32.06649264132217,1.507124226652383,0.8859413913880119,0.15555910884556925,0.4321282081570593,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.8979686057400958,0.8310413527798376,0.8461228762885779,0.8534934904066821,0.8179938771915202,0.8079042379325055,0.9795102197835305,0.8179973975485155,0.8540641384527945
58,2030.8333333333333,50.16631527540173,8.263680507756499,0.24327854286983375,117.05200000000039,88.57576000000051,28.476239999999876,5.515746006122136,4.885120519908269,0.7578660048293143,4.127254515078957,32.08852270353798,1.4841377861503178,0.8856681425297844,0.15513762695122724,0.4323997607803929,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.8980907985650176,0.8311218378944026,0.8451909863839093,0.8516664603962668,0.8167589132662476,0.8081128128624083,0.9794596936880979,0.8175852138727805,0.8537852584022326
59,2030.9166666666667,51.11220667693688,8.475890002689566,0.2459884495779637,117.05200000000039,88.25856000000049,28.793439999999904,5.500192018610874,4.869888715561007,0.7538110239228553,4.116077691638157,32.110930548570025,1.461441044858917,0.8854034002963672,0.15479019500264224,0.43342887186105905,34429.45545973385,0.0021538118562888005,0.0777208814166151,100.0,1982555.0,180000.0,0.8981936452010802,0.8310602039342373,0.8449538679555425,0.8507665049185746,0.8172730775060587,0.8082448481999494,0.9783079449631032,0.8178650930966725,0.8537366644123374
